City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,yoro,15.1333,-87.1333,18.8,96,58,0.49,HN,1707995526
289,trincomalee,8.5711,81.2335,27.34,74,55,7.81,LK,1707995527
290,guinguineo,14.2667,-15.95,31.88,19,100,6.4,SN,1707995296
291,caleta de carquin,-11.0925,-77.6267,23.81,85,54,3.17,PE,1707995528
292,coahuayana de hidalgo,18.7,-103.6583,24.43,57,100,1.64,MX,1707995529
293,bonthe,7.5264,-12.505,31.28,57,64,3.2,SL,1707995530
294,west plains,36.7281,-91.8524,7.46,76,0,2.06,US,1707995531
295,kilindoni,-7.9139,39.6668,29.18,73,62,7.77,TZ,1707995532
296,akjoujt,19.6969,-14.4164,32.22,16,0,6.37,MR,1707995533
297,tocache,-8.1842,-76.5125,21.91,100,100,0.35,PE,1707995533
298,las heras,-46.5419,-68.9359,16.73,56,25,7.63,AR,1707995534
299,utrik,11.2278,169.8474,25.9,80,28,10.03,MH,1707995535
300,villa gesell,-37.2639,-56.973,21.14,79,100,3.92,AR,1707995535
301,isheyevka,54.4167,48.2667,-20.27,93,23,2.83,RU,1707995536
302,chegdomyn,51.1167,133.0167,-27.13,95,83,1.57,RU,1707995536
303,kolonia,50.9333,6.95,16.6,80,0,4.63,DE,1707995281
304,qandala,11.472,49.8728,28.16,62,4,5.77,SO,1707995537
305,beni,0.5,29.4667,28.79,40,100,1.74,CD,1707995538
306,queenstown,-31.8976,26.8753,35.48,9,65,11.41,ZA,1707995539
307,sheridan,44.8333,-106.9173,-3.72,89,100,4.12,US,1707995540
308,lompoc,34.6391,-120.4579,11.23,87,100,4.63,US,1707995541
309,le grazie di ancona,43.6008,13.5153,15.56,60,14,2.06,IT,1707995541
310,pecanha,-18.5486,-42.5569,21.17,88,98,0.91,BR,1707995542
311,kasempa,-13.4584,25.8338,30.44,37,99,1.59,ZM,1707995542
312,ca mau,9.1769,105.15,28.48,64,48,6.16,VN,1707995456
313,horsham,51.064,-0.3272,14.94,78,0,3.09,GB,1707995543
314,tsiombe,-25.3,45.4833,31.02,59,98,6.88,MG,1707995545
315,axim,4.8699,-2.2405,30.67,69,99,3.81,GH,1707995546
316,vilyuysk,63.7553,121.6247,-33.89,100,97,0.89,RU,1707995547
317,ancud,-41.8697,-73.8203,11.11,81,66,2.4,CL,1707995548
318,inyati,-19.6756,28.8469,34.14,13,1,0.65,ZW,1707995548
319,alenquer,-1.9417,-54.7383,23.97,94,52,1.22,BR,1707995549
320,leava,-14.3,-178.1667,28.52,81,62,5.8,WF,1707995487
321,zalla,43.2333,-3.1333,18.03,50,0,5.14,ES,1707995550
322,inarajan village,13.2736,144.7484,27.08,94,100,9.75,GU,1707995550
323,jamestown,42.097,-79.2353,-5.16,100,0,2.06,US,1707995550
324,metlili chaamba,32.2667,3.6333,21.06,26,100,4.1,DZ,1707995551
325,sars,56.5502,57.1366,-19.66,83,6,3.13,RU,1707995552
326,qarawul,37.2202,68.7804,20.96,16,99,1.71,AF,1707995552
327,zlatni pyasatsi,43.285,28.0418,9.31,64,75,15.43,BG,1707995553
328,altai,46.3722,96.2583,-6.99,59,98,9.58,MN,1707995553
329,kokopo,-4.352,152.2633,26.76,82,100,2.14,PG,1707995554
330,prince albert,53.2001,-105.7677,-21.73,98,74,1.89,CA,1707995555
331,california city,35.1258,-117.9859,10.32,69,0,3.6,US,1707995556
332,cho dok,10.7,105.1167,32.41,39,17,1.94,VN,1707995558
333,tottori,35.5,134.2333,13.28,94,88,5.49,JP,1707995527
334,castillos,-34.1667,-53.8333,20.54,66,100,2.73,UY,1707995559
335,guixi,28.2886,117.2133,10.12,88,100,1.47,CN,1707995559
336,itacoatiara,-3.1431,-58.4442,24.78,85,86,0.96,BR,1707995560
337,okhotsk,59.3833,143.3,-23.85,90,100,2.66,RU,1707995560
338,murzuq,25.9155,13.9184,16.34,35,3,3.25,LY,1707995477
339,glace bay,46.1969,-59.957,-1.17,95,100,7.6,CA,1707995561
340,bulayevo,54.9056,70.4439,-25.62,90,100,5.62,KZ,1707995562
341,palmer,42.1584,-72.3287,-5.23,66,1,1.99,US,1707995287
342,sirte,31.2089,16.5887,16.69,58,45,7.8,LY,1707995563
343,gadzhiyevo,69.2551,33.3362,-12.51,85,100,8.51,RU,1707995563
344,pickering,43.9001,-79.1329,-3.4,82,34,2.23,CA,1707995033
345,al jawf,29.5,38.75,17.91,31,1,4.12,SA,1707995564
346,mahenge,-8.6833,36.7167,23.89,79,100,0.6,TZ,1707995565
347,mthatha,-31.5889,28.7844,32.34,41,86,4.72,ZA,1707995567
348,gudalur,9.6833,77.2667,30.18,40,14,3.62,IN,1707995568
349,porto seguro,-16.4497,-39.0647,28.29,78,40,3.09,BR,1707995569
350,zambezi,-13.5432,23.1047,32.3,32,100,2.23,ZM,1707995570
351,daru,-9.0763,143.2092,27.71,86,85,2.33,PG,1707995571
352,ghanzi,-21.5667,21.7833,35.82,19,63,2.76,BW,1707995571
353,manali,13.1667,80.2667,30.06,66,90,5.0,IN,1707995397
354,urumqi,43.801,87.6005,-6.47,74,100,2.0,CN,1707995463
355,mugia,43.1041,-9.2179,14.95,96,100,5.78,ES,1707995572
356,nemuro,43.3236,145.575,-1.12,92,100,6.76,JP,1707995464
357,panorama,40.5878,23.0315,12.17,42,20,6.69,GR,1707995574
358,kovur,14.4833,79.9833,28.13,53,46,4.94,IN,1707995574
359,pingliang,35.5392,106.6861,3.33,36,7,2.51,CN,1707995575
360,praia da vitoria,38.7333,-27.0667,17.14,88,75,12.81,PT,1707995575
361,kolasib,24.2333,92.7,26.5,45,63,0.82,IN,1707995575
362,rocha,-34.4833,-54.3333,20.46,60,87,2.21,UY,1707995576
363,puerto maldonado,-12.6,-69.1833,23.22,100,75,0.0,PE,1707995576
364,rosarito,32.3333,-117.0333,12.53,85,50,2.56,MX,1707995578
365,sanctuary point,-35.1114,150.629,20.42,81,100,1.66,AU,1707995578
366,montagu,-40.7667,144.9667,14.44,79,100,2.89,AU,1707995579
367,valparaiso,-33.0393,-71.6273,17.8,82,100,2.57,CL,1707995580
368,loukhi,66.0764,33.0381,-14.38,92,100,3.1,RU,1707995580
369,tshabong,-26.05,22.45,35.15,12,87,6.25,BW,1707995581
370,livingstone,-17.8419,25.8543,35.66,15,1,1.65,ZM,1707995582
371,nova vicosa,-17.8919,-39.3719,27.53,78,92,3.74,BR,1707995582
372,la passe,45.5549,-0.8967,15.13,71,100,7.79,FR,1707995582
373,vail,32.0479,-110.712,8.47,48,0,2.68,US,1707995583
374,novodvinsk,64.4165,40.8122,-17.92,85,17,4.29,RU,1707995584
375,chonchi,-42.6128,-73.8092,10.62,82,73,0.71,CL,1707995584
376,nianzishan,47.5167,122.8833,-11.17,51,12,2.31,CN,1707995585
377,crane,31.3974,-102.3501,10.31,52,69,2.83,US,1707995587
378,kingston,17.997,-76.7936,23.53,83,20,1.03,JM,1707995587
379,slupca,52.2873,17.8719,10.11,83,100,3.28,PL,1707995589
380,luena,-11.7833,19.9167,30.58,35,50,1.94,AO,1707995589
381,harare,-17.8294,31.0539,26.57,50,0,2.78,ZW,1707995304
382,bamyan,34.75,67.25,-0.4,74,1,1.24,AF,1707995590
383,mogadishu,2.0371,45.3438,29.82,70,23,10.05,SO,1707995505
384,zaozersk,69.4005,32.4476,-14.15,87,100,6.38,RU,1707995591
385,khovd,48.0056,91.6419,1.89,37,99,5.5,MN,1707995591
386,thaton,16.9206,97.3714,30.69,33,18,2.83,MM,1707995592
387,mana,5.6592,-53.7767,26.47,73,66,4.26,GF,1707995593
388,isabela,6.7085,121.9711,25.9,74,43,0.99,PH,1707995593
389,santa maria,-29.6842,-53.8069,18.88,75,83,4.38,BR,1707995594
390,kaa-khem,51.6833,94.7333,-13.11,95,100,1.34,RU,1707995595
391,pompeu,-19.2244,-44.9353,20.69,87,100,1.22,BR,1707995596
392,ankang,32.68,109.0172,11.02,44,100,0.84,CN,1707995596
393,hamilton,39.1834,-84.5333,4.31,67,0,3.6,US,1707995256
394,gaiman,-43.2897,-65.4929,26.52,34,14,2.02,AR,1707995597
395,mossel bay,-34.1831,22.146,20.96,65,44,11.49,ZA,1707995597
396,mena,51.5217,32.2157,4.45,95,100,1.7,UA,1707995598
397,brak,27.5496,14.2714,16.75,34,0,2.98,LY,1707995599
398,howard springs,-12.497,131.047,27.12,95,100,2.88,AU,1707995599
399,pemba,-12.974,40.5178,30.39,79,75,4.63,MZ,1707995600
400,cariati,39.4922,16.9594,14.15,54,0,7.22,IT,1707995601
401,sitka,57.0531,-135.33,1.94,80,0,0.0,US,1707995602
402,korsholm,63.1142,21.6822,0.56,100,100,4.92,FI,1707995602
403,hassi messaoud,31.6804,6.0729,20.63,20,35,3.84,DZ,1707995603
404,keffi,8.8486,7.8736,37.09,10,18,0.68,NG,1707995604
405,dhidhdhoo,6.8833,73.1,28.18,75,44,5.17,MV,1707995543
406,yantzaza,-3.8278,-78.7594,21.45,99,100,0.75,EC,1707995605
407,barranca,-10.75,-77.7667,23.62,83,66,2.32,PE,1707995605
408,thunder bay,48.4001,-89.3168,-7.72,89,54,3.29,CA,1707995606
409,rusape,-18.5278,32.1284,29.8,24,0,1.48,ZW,1707995308
410,borogontsy,62.6683,131.1683,-41.45,100,97,1.24,RU,1707995606
411,berriane,32.8265,3.7669,21.1,28,100,4.7,DZ,1707995607
412,saynshand,44.8824,110.1163,-10.47,72,0,4.59,MN,1707995607
413,pandan,14.0453,124.1694,25.5,87,48,4.3,PH,1707995608
414,tashtyp,52.7939,89.8983,-13.6,82,56,5.28,RU,1707995608
415,teguise,29.0605,-13.564,21.12,64,40,4.12,ES,1707995609
416,port moresby,-9.4431,147.1797,27.45,82,18,2.37,PG,1707995011
417,chinchilla,-26.75,150.6333,25.57,77,99,3.13,AU,1707995610
418,alexandria,31.2156,29.9553,13.28,80,100,4.15,EG,1707995610
419,sa kaeo,13.75,102.3333,36.01,29,72,2.83,TH,1707995611
420,margate,51.3813,1.3862,14.37,80,100,4.02,GB,1707995611
421,khandyga,62.6667,135.6,-40.2,100,99,0.53,RU,1707995612
422,sainte-suzanne,-20.9061,55.6089,31.12,70,20,9.26,RE,1707995612
423,riverton,40.5219,-111.9391,8.36,55,100,7.72,US,1707995613
424,gisborne,-38.6533,178.0042,16.59,81,0,4.54,NZ,1707995613
425,achikulak,44.5517,44.8378,3.72,76,100,7.56,RU,1707995613
426,salgar,5.965,-75.9654,18.75,96,93,0.11,CO,1707995614
427,linxia chengguanzhen,35.6003,103.2064,5.34,29,1,2.12,CN,1707995596
428,cabo san lucas,22.8909,-109.9124,20.42,71,100,3.4,MX,1707995527
429,priozersk,61.0393,30.1291,-4.44,84,100,2.46,RU,1707995615
430,huangshan,29.7114,118.3125,6.95,89,100,2.44,CN,1707995616
431,dryden,49.7833,-92.7503,-12.84,78,75,3.6,CA,1707995616
432,ifrane,33.3333,-5.25,14.68,38,100,7.02,MA,1707995616
433,galle,6.0367,80.217,27.88,81,90,2.65,LK,1707995366
434,rio grande,-32.035,-52.0986,23.06,65,100,6.14,BR,1707995617
435,prado,-17.3411,-39.2208,27.67,75,95,3.55,BR,1707995617
436,ponta delgada,37.7333,-25.6667,18.44,88,75,7.2,PT,1707995077
437,westport,41.1415,-73.3579,-2.32,70,0,4.12,US,1707995619
438,tahmoor,-34.2167,150.5833,19.03,78,100,0.94,AU,1707995619
439,asekeyevo,53.5742,52.7972,-18.5,82,0,4.3,RU,1707995620
440,al muwayh,22.4333,41.7583,30.03,17,99,12.39,SA,1707995620
441,ta'izz,13.5,44.0,26.79,34,7,3.92,YE,1707995620
442,manadhoo,5.7667,73.3833,28.25,75,22,5.52,MV,1707995622
443,fauske,67.2588,15.3918,-2.9,79,97,3.14,NO,1707995622
444,al kharj,24.155,47.3346,29.32,25,94,9.17,SA,1707995622
445,wenchang,30.904,118.4887,5.74,81,100,3.55,CN,1707995623
446,belmont,37.5202,-122.2758,12.2,94,75,2.06,US,1707995461
447,batibo,5.8358,9.8553,31.7,16,60,1.87,CM,1707995623
448,richmond hill,43.8711,-79.4372,-2.98,82,47,2.32,CA,1707995624
449,kourou,5.1552,-52.6478,27.03,80,94,4.35,GF,1707995624
450,neem ka thana,27.7333,75.8,25.14,18,0,1.27,IN,1707995624
451,maracai,-22.6106,-50.6672,22.76,94,100,0.91,BR,1707995625
452,zhengjiatun,43.5064,123.5064,-5.84,46,2,1.86,CN,1707995625
453,holualoa,19.6228,-155.9522,19.91,80,0,3.09,US,1707995626
454,tres passos,-27.4556,-53.9319,19.55,87,80,2.2,BR,1707995626
455,minas de marcona,-15.2119,-75.1103,18.76,87,99,4.59,PE,1707995627
456,zyryanovsk,49.7386,84.2719,-4.38,97,100,0.73,KZ,1707995627
457,kodiak,57.79,-152.4072,3.73,93,100,10.29,US,1707995628
458,coronel dorrego,-38.7187,-61.2873,17.16,60,0,6.32,AR,1707995628
459,port antonio,18.18,-76.4612,23.95,84,78,2.59,JM,1707995628
460,frutigen,46.5878,7.6475,11.19,74,99,1.68,CH,1707995629
461,chenzhou,25.8,113.0333,9.12,92,100,3.26,CN,1707995630
462,atar,20.5169,-13.0499,33.56,7,0,2.18,MR,1707995631
463,san pascual,13.7975,121.0342,25.83,74,19,3.26,PH,1707995631
464,arac,41.2422,33.3277,5.56,96,100,1.56,TR,1707995632
465,happy valley-goose bay,53.3168,-60.3315,-5.83,73,100,7.2,CA,1707995632
466,yeppoon,-23.1333,150.7333,24.88,80,100,7.11,AU,1707995633
467,shalqar,47.8333,59.6,-17.63,74,2,10.43,KZ,1707995633
468,neka,36.6508,53.299,21.19,36,82,3.13,IR,1707995634
469,barbacoas,1.6715,-78.1398,24.34,97,98,0.94,CO,1707995635
470,shiprock,36.7855,-108.687,-0.81,51,10,3.44,US,1707995636
471,nyangao,-10.3333,39.2833,27.48,90,84,2.79,TZ,1707995637
472,manokwari,-0.8667,134.0833,26.28,81,55,3.13,ID,1707995542
473,flying fish cove,-10.4217,105.6791,27.82,78,20,2.06,CX,1707995637
474,adrar,20.5022,-10.0711,31.39,10,9,4.36,MR,1707995637
475,olyokminsk,60.3736,120.4264,-32.72,100,59,1.11,RU,1707995638
476,yigo village,13.5361,144.8886,26.16,84,100,9.26,GU,1707995638
477,pacific grove,36.6177,-121.9166,9.49,93,0,3.09,US,1707995638
478,tateyama,34.9833,139.8667,17.28,75,79,11.26,JP,1707995369
479,belyayevka,51.3974,56.4096,-18.04,78,2,4.45,RU,1707995639
480,birobidzhan,48.8,132.95,-16.77,88,34,2.22,RU,1707995640
481,divnogorsk,55.9594,92.3619,-17.73,88,100,5.96,RU,1707995640
482,karratha,-20.7377,116.8463,28.82,72,16,7.04,AU,1707995409
483,jiazi,22.8779,116.067,21.48,72,100,3.13,CN,1707995641
484,ceeldheer,3.8488,47.1806,31.95,53,31,10.79,SO,1707995641
485,battagram,34.6772,73.0233,19.03,18,7,1.57,PK,1707995642
486,baishishan,43.5833,127.5667,-13.62,93,10,0.82,CN,1707995643
487,nouadhibou,20.931,-17.0347,20.99,78,20,10.29,MR,1707995643
488,bathsheba,13.2167,-59.5167,26.34,89,40,6.17,BB,1707995644
489,santana,-0.0583,-51.1817,25.1,94,75,1.03,BR,1707995644
490,znamenskoye,57.1281,73.8282,-21.48,90,100,4.31,RU,1707995645
491,busayra,30.7376,35.6078,9.26,60,97,3.27,JO,1707995646
492,springbok,-29.6643,17.8865,21.44,34,14,9.61,ZA,1707995647
493,toliara,-23.35,43.6667,31.7,56,99,2.94,MG,1707995476
494,flin flon,54.7682,-101.865,-27.26,96,25,2.31,CA,1707995648
495,makokou,0.5738,12.8642,34.85,39,100,1.71,GA,1707995648
496,lorengau,-2.0226,147.2712,27.86,83,71,3.47,PG,1707995649
497,namibe,-15.1961,12.1522,26.89,71,53,4.01,AO,1707995649
498,cooper's town,26.8667,-77.5167,20.21,62,4,8.06,BS,1707995650
499,linhares,-19.3911,-40.0722,26.34,83,99,2.62,BR,1707995651
500,jalapa,19.5333,-96.9167,13.7,91,93,1.52,MX,1707995651
501,beau vallon,-20.4189,57.6953,33.45,79,40,5.14,MU,1707995652
502,suva,-18.1416,178.4415,24.71,100,75,3.6,FJ,1707995652
503,khanty-mansiysk,61.0042,69.0019,-21.61,64,0,3.13,RU,1707995653
504,argo,37.6333,22.7333,13.21,45,31,4.82,GR,1707995653
505,sibolga,1.7427,98.7792,28.64,83,98,1.04,ID,1707995605
506,hasaki,35.7333,140.8333,17.38,72,73,12.96,JP,1707995358
507,sterling,39.0062,-77.4286,-0.79,80,0,1.54,US,1707995655
508,nizhneangarsk,55.7833,109.55,-20.0,95,100,2.24,RU,1707995656
509,las vegas,36.175,-115.1372,12.56,45,0,4.92,US,1707995656
510,blaj,46.1833,23.9167,8.29,57,7,0.63,RO,1707995529
511,kuressaare,58.2481,22.5039,1.64,100,100,4.92,EE,1707995657
512,noosa heads,-26.3833,153.15,24.63,85,90,5.76,AU,1707995658
513,cedeira,43.6797,-8.0209,15.54,78,100,8.13,ES,1707995659
514,prilep,41.3464,21.5544,7.46,39,1,2.81,MK,1707995660
515,fortuna,40.5982,-124.1573,9.4,97,100,3.6,US,1707995661
516,zahedan,29.4963,60.8629,22.95,25,0,7.2,IR,1707995662
517,kristiansund,63.1115,7.732,4.36,81,40,1.54,NO,1707995662
518,gulu,2.7746,32.299,33.38,26,92,1.65,UG,1707995544
519,clarksville,36.5298,-87.3595,8.14,66,0,3.6,US,1707995663
520,port douglas,-16.4833,145.4667,27.08,80,99,2.07,AU,1707995664
521,salalah,17.0151,54.0924,25.93,63,66,4.23,OM,1707995664
522,hauterive,46.0901,3.4459,16.42,63,100,1.91,FR,1707995665
523,puerto barrios,15.7167,-88.6,23.08,94,100,0.0,GT,1707995665
524,palikir - national government center,6.9248,158.1611,27.02,73,70,9.86,FM,1707995665
525,saint-philippe,-21.3585,55.7679,30.77,81,80,5.35,RE,1707995667
526,yaren,-0.5472,166.916,28.73,79,97,7.45,NR,1707995668
527,kuloy,61.0305,42.4925,-16.62,83,79,3.98,RU,1707995668
528,belvedere marittimo,39.6179,15.8617,16.18,47,0,2.08,IT,1707995668
529,amahai,-3.3333,128.9167,27.33,77,63,4.36,ID,1707995669
530,chapada dos guimaraes,-15.4606,-55.7497,21.81,65,53,0.43,BR,1707995669
531,eraan,9.0629,117.7016,25.66,78,62,2.52,PH,1707995670
532,benguela,-12.5763,13.4055,29.92,69,63,4.08,AO,1707995411
533,tromso,69.6496,18.957,-3.99,68,40,12.35,NO,1707995670
534,ad dabbah,18.05,30.95,26.37,19,83,7.49,SD,1707995671
535,tabas,33.5959,56.9244,24.7,17,0,3.82,IR,1707995671
536,rantauprapat,2.1,99.8333,26.72,92,62,0.31,ID,1707995671
537,aras-asan,8.8908,126.3033,25.6,81,16,0.88,PH,1707995671
538,asosa,10.0667,34.5333,32.65,11,28,3.21,ET,1707995672
539,xilin hot,43.9667,116.0333,-9.44,70,3,4.64,CN,1707995673
540,taloda,21.5667,74.2167,33.11,19,0,2.7,IN,1707995673
541,mersing,2.4312,103.8405,26.81,81,97,5.43,MY,1707995674
542,tambopata,-12.7333,-69.1833,22.94,100,75,0.0,PE,1707995674
543,ballina,-28.8667,153.5667,24.1,84,47,3.92,AU,1707995476
544,'ain el melh,34.8415,4.1638,17.69,39,99,4.62,DZ,1707995675
545,muzaffarabad,34.37,73.4711,21.57,19,10,1.45,PK,1707995676
546,timimoun,29.2639,0.231,24.21,23,0,7.72,DZ,1707995677
547,shalkar,47.8288,59.6258,-17.65,74,2,10.41,KZ,1707995677
548,yemetsk,63.4721,41.7941,-16.57,84,9,4.51,RU,1707995678
549,maceio,-9.6658,-35.7353,28.69,83,75,0.51,BR,1707995678
550,suphan buri,14.4742,100.1222,34.67,34,60,3.79,TH,1707995678
551,male,4.1748,73.5089,27.91,80,29,8.93,MV,1707995050
552,salinas,36.6777,-121.6555,10.0,99,0,3.09,US,1707995680
553,taulaga,-11.0553,-171.0883,26.98,87,100,10.03,AS,1707995680
554,la foa,-21.7108,165.8276,26.21,82,16,2.17,NC,1707995680
555,ulladulla,-35.35,150.4667,18.71,81,100,0.61,AU,1707995532
556,vila velha,-20.3297,-40.2925,26.97,78,0,4.63,BR,1707995681
557,phek,25.6667,94.5,13.75,60,91,0.88,IN,1707995682
558,novyy urengoy,66.0833,76.6333,-24.1,92,19,6.27,RU,1707995682
559,muktagacha,24.7667,90.2333,28.57,36,22,3.96,BD,1707995683
560,kandi,11.1342,2.9386,34.44,9,27,4.06,BJ,1707995684
561,lhasa,29.65,91.1,2.05,29,87,2.65,CN,1707995579
562,tamandare,-8.7597,-35.1047,28.21,74,99,1.6,BR,1707995685
563,karlstad,59.3793,13.5036,0.31,100,100,1.54,SE,1707995685
564,rijau,11.103,5.2507,33.96,9,31,4.5,NG,1707995685
565,veigne,47.2856,0.7408,18.23,62,0,4.63,FR,1707995686
566,kievka,50.2619,71.5514,-24.69,91,6,5.45,KZ,1707995687
567,puerto san jose,13.9256,-90.8244,23.63,78,3,1.05,GT,1707995687
568,labasa,-16.4167,179.3833,26.55,90,84,0.81,FJ,1707995688
569,kudahuvadhoo,2.6708,72.8944,28.11,79,67,7.17,MV,1707995688
570,shingu,33.7333,135.9833,14.66,96,100,3.39,JP,1707995678
571,codrington,-38.2667,141.9667,13.69,76,63,3.11,AU,1707995689
572,la ronge,55.1001,-105.2842,-30.86,69,0,0.0,CA,1707995690
573,lubango,-14.9172,13.4925,25.76,52,16,0.81,AO,1707995690
574,newnham,-41.3833,147.1333,15.93,77,58,5.14,AU,1707995690
575,roma,43.2128,-75.4557,-7.96,85,0,0.0,US,1707995691
576,malayer,34.2969,48.8235,11.66,57,37,9.27,IR,1707995691
577,arvayheer,46.2639,102.775,-4.31,42,91,4.45,MN,1707995692
578,bornu yassu,12.2774,12.5552,31.32,12,40,5.96,NG,1707995692
579,thanh hoa,19.8,105.7667,21.26,87,100,2.55,VN,1707995478
